11.05.2018 21:57:45|4     |Debit  |-1$
11.05.2018 21:57:48|1     |Debit  |-3$
11.05.2018 21:57:48|2     |Debit  |-5$
11.05.2018 21:57:48|3     |Debit  |-2$
11.05.2018 21:57:48|4     |Debit  |-1$
11.05.2018 21:57:51|1     |Debit  |-3$
11.05.2018 21:57:51|2     |Debit  |-5$
11.05.2018 21:57:51|3     |Debit  |-2$
11.05.2018 21:57:51|4     |Debit  |-1$
11.05.2018 21:57:51|1     |Deposit|+100$
11.05.2018 21:57:54|1     |Debit  |-3$
11.05.2018 21:57:54|2     |Debit  |-5$
11.05.2018 21:57:54|3     |Debit  |-2$
11.05.2018 21:57:54|4     |Debit  |-1$
11.05.2018 21:57:57|1     |Debit  |-3$
11.05.2018 21:57:57|2     |Debit  |-5$
11.05.2018 21:57:57|3     |Debit  |-2$
11.05.2018 21:57:57|4     |Debit  |-1$
11.05.2018 21:57:59|2     |Deposit|+300$
11.05.2018 21:58:00|1     |Debit  |-3$
11.05.2018 21:58:00|2     |Debit  |-5$
11.05.2018 21:58:00|3     |Debit  |-2$
11.05.2018 21:58:00|4     |Debit  |-1$
11.05.2018 21:58:03|1     |Debit  |-3$
11.05.2018 21:58:03|2     |Debit  |-5$
11.05.2018 21:58:03|3     |Debit  |-2$
11.05.2018 21:58:03|4     |Debit  |-1$
11.05.2018 21:58:05|3     |Deposit|+1000$
11.05.2018 21:58:06|1     |Debit  |-3$
11.05.2018 21:58:06|2     |Debit  |-5$
11.05.2018 21:58:06|3     |Debit  |-2$
11.05.2018 21:58:06|4     |Debit  |-1$
11.05.2018 21:58:09|1     |Debit  |-3$
11.05.2018 21:58:09|2     |Debit  |-5$
11.05.2018 21:58:09|3     |Debit  |-2$
11.05.2018 21:58:09|4     |Debit  |-1$
11.05.2018 21:58:11|4     |Deposit|+500$
11.05.2018 21:58:12|1     |Debit  |-3$
11.05.2018 21:58:12|2     |Debit  |-5$
11.05.2018 21:58:12|3     |Debit  |-2$
11.05.2018 21:58:12|4     |Debit  |-1$
11.05.2018 21:58:15|1     |Debit  |-3$
11.05.2018 21:58:15|2     |Debit  |-5$
11.05.2018 21:58:15|3     |Debit  |-2$
11.05.2018 21:58:15|4     |Debit  |-1$
11.05.2018 21:58:18|1     |Debit  |-3$
11.05.2018 21:58:18|2     |Debit  |-5$
11.05.2018 21:58:18|3     |Debit  |-2$
11.05.2018 21:58:18|4     |Debit  |-1$
11.05.2018 21:58:21|1     |Debit  |-3$
11.05.2018 21:58:21|2     |Debit  |-5$
11.05.2018 21:58:21|3     |Debit  |-2$
11.05.2018 21:58:21|4     |Debit  |-1$
14.05.2018 10:53:02|1     |Debit  |-5$
14.05.2018 10:53:06|1     |Debit  |-5$
14.05.2018 10:53:09|1     |Debit  |-5$
14.05.2018 10:53:12|1     |Debit  |-5$
14.05.2018 10:53:20|1     |Debit  |-5$
14.05.2018 10:53:29|1     |Debit  |-5$
14.05.2018 10:53:36|1     |Debit  |-5$
14.05.2018 10:53:40|1     |Debit  |-5$
